diet_type,food_health_preference,taste_preference,preferred_cuisine,allergies,budget_range,location,digestion_preference,user_age,current_weather,meal_time,calorie_preference,suggested_dish
vegetarian,low carb,savory,Italian,gluten,low,suburban,moderate,27,hot,lunch,high,Margherita Pizza
vegan,low fat,spicy,Italian,none,low,rural,heavy,16,hot,dinner,low,Mixed Veg Bowl
non-vegetarian,low fat,savory,Chinese,gluten,low,urban,easy,23,sunny,lunch,low,Mixed Veg Bowl
vegan,high protein,umami,Mexican,gluten,high,urban,heavy,18,hot,lunch,high,Mixed Veg Bowl
non-vegetarian,balanced,savory,Chinese,soy,medium,rural,moderate,25,rainy,breakfast,moderate,Mixed Veg Bowl
non-vegetarian,balanced,savory,Mexican,soy,high,rural,easy,63,sunny,lunch,moderate,Beef Burrito
vegetarian,balanced,salty,Thai,nuts,high,suburban,easy,53,rainy,dinner,high,Mixed Veg Bowl
vegan,balanced,umami,Italian,gluten,medium,rural,moderate,68,hot,dinner,moderate,Mushroom Risotto
vegetarian,low carb,sweet,Thai,gluten,medium,rural,moderate,42,rainy,lunch,high,Mixed Veg Bowl
vegetarian,high protein,salty,Mexican,soy,low,suburban,moderate,17,cold,lunch,high,Mixed Veg Bowl
non-vegetarian,low fat,spicy,Indian,dairy,high,suburban,easy,21,rainy,dinner,high,Fish Curry
vegetarian,low fat,spicy,Italian,gluten,low,rural,heavy,69,sunny,dinner,high,Mixed Veg Bowl
vegan,low carb,sweet,Italian,soy,medium,rural,heavy,24,rainy,lunch,high,Mixed Veg Bowl
non-vegetarian,balanced,sweet,Italian,nuts,low,suburban,easy,23,cold,breakfast,high,Mixed Veg Bowl
non-vegetarian,low fat,umami,Indian,soy,medium,rural,heavy,25,hot,dinner,moderate,Mixed Veg Bowl
non-vegetarian,low carb,salty,Indian,dairy,medium,rural,moderate,39,cold,breakfast,moderate,Mixed Veg Bowl
vegan,high protein,sweet,Thai,none,medium,urban,moderate,24,hot,lunch,high,Tofu Mango Curry
vegan,high protein,spicy,Thai,soy,medium,rural,moderate,48,rainy,breakfast,low,Mixed Veg Bowl
vegetarian,balanced,salty,Italian,nuts,low,urban,easy,45,hot,breakfast,low,Mixed Veg Bowl
vegetarian,high protein,savory,Mexican,nuts,medium,urban,heavy,57,humid,breakfast,high,Mixed Veg Bowl
vegetarian,low carb,sweet,Indian,dairy,medium,rural,moderate,40,sunny,dinner,low,Kesari Bath
vegetarian,low carb,sweet,Indian,gluten,medium,suburban,moderate,58,hot,dinner,low,Gulab Jamun
vegan,low carb,sweet,Mexican,dairy,low,urban,heavy,15,sunny,breakfast,low,Sweet Potato Tacos
non-vegetarian,low fat,spicy,Italian,nuts,high,suburban,easy,33,sunny,dinner,high,Mixed Veg Bowl
non-vegetarian,low fat,spicy,Mexican,soy,medium,rural,moderate,67,cold,dinner,high,Hot Salsa Burrito
vegetarian,high protein,salty,Italian,dairy,medium,suburban,moderate,66,humid,lunch,low,Mixed Veg Bowl
non-vegetarian,high protein,sweet,Chinese,gluten,medium,suburban,heavy,52,rainy,lunch,low,Mixed Veg Bowl
vegan,high protein,savory,Thai,gluten,low,urban,moderate,48,sunny,dinner,high,Mixed Veg Bowl
vegetarian,low carb,sweet,Italian,nuts,low,rural,easy,55,rainy,dinner,high,Mixed Veg Bowl
vegan,balanced,salty,Thai,nuts,medium,rural,easy,21,rainy,dinner,high,Mixed Veg Bowl
vegetarian,high protein,sweet,Chinese,gluten,medium,urban,easy,60,cold,breakfast,moderate,Mixed Veg Bowl
vegetarian,balanced,sweet,Chinese,soy,high,suburban,heavy,24,rainy,breakfast,moderate,Mixed Veg Bowl
vegetarian,high protein,savory,Indian,gluten,low,urban,heavy,59,cold,lunch,high,Mixed Veg Bowl
vegan,low fat,salty,Mexican,gluten,medium,urban,heavy,18,sunny,dinner,moderate,Mixed Veg Bowl
non-vegetarian,high protein,savory,Indian,dairy,high,rural,moderate,67,sunny,breakfast,moderate,Mixed Veg Bowl
non-vegetarian,low fat,spicy,Mexican,nuts,low,suburban,moderate,59,rainy,breakfast,low,Hot Salsa Burrito
non-vegetarian,low carb,spicy,Thai,nuts,medium,rural,heavy,56,sunny,lunch,high,Red Curry Chicken
non-vegetarian,low fat,sweet,Thai,nuts,low,rural,heavy,49,sunny,breakfast,moderate,Mixed Veg Bowl
vegan,low fat,sweet,Italian,none,low,rural,easy,19,hot,lunch,high,Mixed Veg Bowl
vegetarian,high protein,sweet,Italian,dairy,medium,urban,easy,37,sunny,lunch,moderate,Mixed Veg Bowl
non-vegetarian,low carb,salty,Italian,nuts,medium,rural,easy,28,sunny,dinner,high,Anchovy Pizza
vegan,balanced,sweet,Indian,nuts,low,suburban,moderate,29,sunny,breakfast,low,Mixed Veg Bowl
non-vegetarian,high protein,spicy,Chinese,soy,medium,suburban,heavy,11,rainy,lunch,low,Mixed Veg Bowl
non-vegetarian,high protein,salty,Italian,soy,medium,rural,moderate,66,humid,breakfast,moderate,Seafood Risotto
vegetarian,high protein,sweet,Mexican,none,medium,suburban,heavy,14,cold,lunch,moderate,Choco Tacos
vegan,low carb,salty,Italian,dairy,low,suburban,moderate,68,cold,breakfast,moderate,Mixed Veg Bowl
non-vegetarian,low fat,spicy,Thai,none,high,urban,heavy,10,cold,lunch,high,Thai Basil Chicken
vegetarian,high protein,umami,Indian,gluten,high,rural,easy,19,humid,breakfast,low,Mixed Veg Bowl
non-vegetarian,balanced,umami,Indian,none,medium,urban,moderate,39,humid,dinner,low,Mixed Veg Bowl
non-vegetarian,balanced,salty,Mexican,nuts,low,suburban,moderate,21,hot,lunch,moderate,Mixed Veg Bowl
vegan,balanced,savory,Chinese,nuts,medium,rural,moderate,50,humid,lunch,high,Mixed Veg Bowl
vegan,high protein,sweet,Mexican,soy,medium,suburban,easy,56,hot,breakfast,low,Vegan Churros
vegetarian,balanced,umami,Indian,soy,high,suburban,easy,38,rainy,dinner,low,Mixed Veg Bowl
non-vegetarian,low carb,sweet,Mexican,soy,low,urban,easy,33,humid,dinner,low,Mixed Veg Bowl
vegetarian,balanced,savory,Chinese,gluten,high,rural,heavy,38,sunny,breakfast,high,Mixed Veg Bowl
vegetarian,low fat,salty,Chinese,nuts,high,rural,easy,63,cold,dinner,high,Cabbage Stir Fry
vegan,low carb,savory,Thai,dairy,low,urban,easy,25,rainy,breakfast,low,Mixed Veg Bowl
vegetarian,low fat,umami,Mexican,soy,medium,suburban,easy,12,hot,lunch,high,Mixed Veg Bowl
vegan,low carb,sweet,Chinese,soy,medium,rural,moderate,28,sunny,lunch,moderate,Lychee Stir Fry
vegetarian,low carb,umami,Thai,nuts,high,rural,easy,12,humid,dinner,moderate,Mixed Veg Bowl
non-vegetarian,low fat,savory,Thai,nuts,low,suburban,easy,62,humid,lunch,high,Mixed Veg Bowl
vegetarian,low carb,savory,Indian,none,medium,rural,heavy,22,hot,lunch,moderate,Mixed Veg Bowl
non-vegetarian,low fat,savory,Mexican,dairy,medium,rural,easy,30,cold,breakfast,high,Chicken Quesadilla
non-vegetarian,low fat,umami,Italian,soy,high,rural,moderate,15,rainy,breakfast,high,Mixed Veg Bowl
vegan,low fat,umami,Thai,dairy,high,rural,easy,63,rainy,lunch,low,Mixed Veg Bowl
vegetarian,high protein,sweet,Italian,none,low,urban,heavy,44,humid,dinner,high,Mixed Veg Bowl
vegetarian,high protein,sweet,Italian,gluten,low,rural,easy,57,hot,dinner,moderate,Mixed Veg Bowl
vegan,high protein,sweet,Thai,none,low,urban,easy,37,hot,dinner,moderate,Vegan Pad Thai
non-vegetarian,balanced,spicy,Italian,dairy,high,rural,moderate,35,cold,lunch,high,Mixed Veg Bowl
vegan,balanced,spicy,Thai,gluten,low,urban,heavy,50,sunny,breakfast,moderate,Mixed Veg Bowl
vegetarian,high protein,umami,Italian,soy,low,urban,easy,26,sunny,lunch,high,Mixed Veg Bowl
non-vegetarian,low fat,sweet,Indian,soy,high,suburban,easy,31,hot,breakfast,high,Mixed Veg Bowl
vegan,low carb,sweet,Chinese,soy,low,rural,easy,26,rainy,lunch,high,Sweet Sesame Tofu
vegetarian,balanced,salty,Indian,soy,medium,rural,moderate,61,cold,dinner,low,Mixed Veg Bowl
non-vegetarian,high protein,sweet,Italian,soy,medium,urban,easy,12,sunny,lunch,low,Mixed Veg Bowl
non-vegetarian,balanced,savory,Italian,gluten,medium,urban,moderate,34,cold,dinner,high,Chicken Lasagna
vegan,high protein,sweet,Mexican,nuts,medium,urban,easy,48,sunny,breakfast,high,Vegan Churros
non-vegetarian,low carb,savory,Chinese,nuts,high,urban,moderate,58,rainy,dinner,low,Mixed Veg Bowl
non-vegetarian,low fat,salty,Italian,none,high,rural,easy,62,cold,dinner,high,Seafood Risotto
vegetarian,low carb,salty,Chinese,none,low,urban,heavy,36,humid,breakfast,low,Soy Sauce Noodles
vegetarian,low carb,sweet,Italian,soy,medium,urban,heavy,29,cold,dinner,moderate,Mixed Veg Bowl
vegetarian,balanced,umami,Italian,nuts,low,urban,easy,66,humid,dinner,low,Mixed Veg Bowl
non-vegetarian,low fat,sweet,Chinese,gluten,low,urban,easy,10,hot,breakfast,high,Mixed Veg Bowl
vegan,balanced,umami,Indian,gluten,low,rural,easy,41,hot,dinner,high,Mixed Veg Bowl
vegetarian,low fat,sweet,Chinese,dairy,low,urban,easy,12,sunny,lunch,moderate,Mixed Veg Bowl
non-vegetarian,low carb,umami,Indian,nuts,high,rural,moderate,19,cold,breakfast,low,Mixed Veg Bowl
non-vegetarian,low carb,umami,Chinese,dairy,medium,suburban,easy,58,rainy,dinner,high,Kung Pao Chicken
vegan,low carb,salty,Italian,soy,medium,rural,moderate,49,cold,dinner,high,Mixed Veg Bowl
non-vegetarian,balanced,sweet,Italian,dairy,medium,suburban,heavy,17,rainy,lunch,high,Mixed Veg Bowl
vegan,high protein,sweet,Thai,gluten,low,suburban,heavy,35,cold,dinner,high,Tofu Mango Curry
non-vegetarian,high protein,salty,Italian,none,medium,rural,easy,45,humid,dinner,high,Seafood Risotto
vegetarian,balanced,umami,Indian,none,medium,suburban,easy,28,sunny,dinner,moderate,Mixed Veg Bowl
vegetarian,high protein,sweet,Mexican,soy,high,rural,easy,14,rainy,lunch,low,Choco Tacos
non-vegetarian,low carb,salty,Mexican,nuts,low,urban,easy,68,rainy,dinner,low,Mixed Veg Bowl
vegan,low carb,sweet,Indian,soy,high,urban,heavy,52,hot,breakfast,high,Mixed Veg Bowl
non-vegetarian,high protein,sweet,Chinese,none,high,suburban,easy,29,cold,dinner,moderate,Mixed Veg Bowl
non-vegetarian,balanced,sweet,Thai,none,low,urban,heavy,39,sunny,dinner,high,Mixed Veg Bowl
vegetarian,balanced,salty,Thai,nuts,medium,suburban,easy,17,humid,lunch,low,Mixed Veg Bowl
non-vegetarian,low fat,savory,Mexican,none,high,rural,moderate,60,humid,dinner,moderate,Beef Burrito
vegan,high protein,sweet,Indian,soy,medium,urban,moderate,68,cold,dinner,high,Mixed Veg Bowl
vegetarian,high protein,salty,Thai,none,low,suburban,heavy,35,humid,dinner,low,Mixed Veg Bowl
vegan,balanced,sweet,Mexican,dairy,medium,rural,heavy,30,sunny,breakfast,moderate,Vegan Churros
vegetarian,low carb,spicy,Thai,nuts,low,rural,easy,48,cold,lunch,high,Green Curry with Veggies
vegan,balanced,spicy,Thai,gluten,low,suburban,moderate,51,hot,lunch,high,Mixed Veg Bowl
non-vegetarian,balanced,spicy,Thai,dairy,low,suburban,easy,30,sunny,lunch,moderate,Thai Basil Chicken
vegetarian,low carb,savory,Chinese,soy,low,suburban,easy,58,hot,breakfast,low,Mixed Veg Bowl
vegan,high protein,savory,Chinese,nuts,high,suburban,moderate,27,sunny,breakfast,high,Mixed Veg Bowl
vegan,balanced,salty,Thai,soy,high,urban,moderate,32,humid,breakfast,low,Mixed Veg Bowl
vegetarian,low fat,savory,Chinese,dairy,medium,suburban,heavy,41,rainy,breakfast,low,Mixed Veg Bowl
non-vegetarian,low carb,savory,Italian,dairy,low,suburban,heavy,19,hot,breakfast,low,Chicken Lasagna
vegan,low fat,spicy,Mexican,gluten,low,rural,easy,34,humid,lunch,high,Mixed Veg Bowl
vegan,high protein,spicy,Mexican,dairy,low,urban,heavy,21,humid,dinner,high,Mixed Veg Bowl
non-vegetarian,low fat,spicy,Indian,soy,low,rural,easy,66,humid,dinner,high,Fish Curry
vegan,high protein,umami,Indian,soy,high,urban,heavy,54,sunny,dinner,high,Mixed Veg Bowl
vegetarian,low fat,sweet,Thai,gluten,medium,urban,heavy,10,cold,lunch,moderate,Mixed Veg Bowl
vegan,high protein,salty,Mexican,none,high,rural,moderate,57,sunny,dinner,low,Mixed Veg Bowl
non-vegetarian,high protein,spicy,Indian,dairy,medium,suburban,easy,53,cold,lunch,low,Fish Curry
vegan,low fat,umami,Chinese,none,medium,suburban,moderate,11,cold,dinner,high,Mixed Veg Bowl
vegan,high protein,sweet,Chinese,dairy,low,suburban,easy,58,sunny,lunch,moderate,Sweet Sesame Tofu
non-vegetarian,low fat,savory,Thai,nuts,low,suburban,heavy,32,rainy,dinner,moderate,Mixed Veg Bowl
non-vegetarian,low carb,sweet,Thai,nuts,high,urban,easy,61,cold,dinner,moderate,Mixed Veg Bowl
non-vegetarian,balanced,salty,Mexican,gluten,medium,suburban,easy,65,humid,dinner,high,Mixed Veg Bowl
vegan,low carb,spicy,Mexican,soy,low,suburban,moderate,35,rainy,breakfast,low,Mixed Veg Bowl
vegetarian,low carb,spicy,Chinese,nuts,high,rural,easy,25,cold,breakfast,low,Mixed Veg Bowl
non-vegetarian,low fat,sweet,Chinese,nuts,medium,suburban,easy,27,sunny,breakfast,moderate,Mixed Veg Bowl
vegetarian,balanced,umami,Mexican,nuts,high,suburban,easy,19,rainy,breakfast,moderate,Mixed Veg Bowl
non-vegetarian,low carb,salty,Italian,nuts,low,rural,easy,16,sunny,dinner,low,Anchovy Pizza
vegan,high protein,spicy,Indian,dairy,low,rural,heavy,36,cold,lunch,high,Chana Masala
vegan,balanced,salty,Italian,dairy,low,urban,heavy,66,cold,dinner,moderate,Mixed Veg Bowl
vegan,low fat,salty,Italian,soy,high,urban,heavy,11,hot,dinner,moderate,Mixed Veg Bowl
vegetarian,low fat,savory,Mexican,gluten,medium,urban,heavy,66,hot,breakfast,moderate,Mixed Veg Bowl
vegan,low fat,salty,Chinese,nuts,low,suburban,moderate,45,hot,breakfast,high,Garlic Bok Choy
vegetarian,balanced,spicy,Indian,soy,medium,urban,heavy,39,humid,breakfast,moderate,Veg Biryani
non-vegetarian,balanced,sweet,Indian,none,medium,suburban,easy,51,hot,dinner,moderate,Mixed Veg Bowl
vegetarian,low fat,umami,Thai,gluten,low,urban,heavy,33,hot,lunch,moderate,Mixed Veg Bowl
non-vegetarian,low fat,savory,Chinese,none,medium,suburban,moderate,57,cold,lunch,low,Mixed Veg Bowl
non-vegetarian,low carb,sweet,Mexican,gluten,medium,suburban,easy,64,cold,dinner,moderate,Mixed Veg Bowl
vegan,low fat,spicy,Chinese,gluten,high,rural,heavy,47,cold,dinner,high,Mixed Veg Bowl
vegan,low carb,umami,Thai,none,high,suburban,moderate,32,sunny,lunch,high,Mixed Veg Bowl
non-vegetarian,balanced,sweet,Italian,gluten,low,rural,moderate,36,rainy,breakfast,high,Mixed Veg Bowl
vegan,balanced,sweet,Mexican,none,medium,rural,heavy,57,hot,lunch,moderate,Vegan Churros
vegetarian,low fat,spicy,Italian,none,medium,suburban,moderate,41,humid,breakfast,low,Mixed Veg Bowl
vegetarian,low carb,salty,Chinese,dairy,low,urban,heavy,60,hot,dinner,moderate,Soy Sauce Noodles
vegan,low carb,spicy,Mexican,soy,medium,urban,moderate,21,hot,breakfast,low,Mixed Veg Bowl
vegetarian,low fat,salty,Italian,dairy,medium,suburban,moderate,53,sunny,breakfast,moderate,Mixed Veg Bowl
vegetarian,low fat,savory,Italian,none,medium,rural,moderate,58,cold,dinner,high,Margherita Pizza
non-vegetarian,high protein,spicy,Indian,soy,medium,rural,heavy,32,hot,breakfast,low,Fish Curry
vegetarian,low carb,umami,Chinese,gluten,low,suburban,heavy,40,rainy,breakfast,moderate,Paneer Chili Dry
vegan,low carb,spicy,Indian,gluten,high,rural,heavy,10,cold,breakfast,low,Chana Masala
non-vegetarian,low fat,spicy,Thai,dairy,high,suburban,easy,47,cold,lunch,high,Thai Basil Chicken
vegan,low fat,spicy,Chinese,soy,high,suburban,heavy,41,rainy,dinner,low,Mixed Veg Bowl
vegan,high protein,savory,Indian,soy,high,urban,moderate,40,hot,dinner,moderate,Mixed Veg Bowl
vegetarian,high protein,umami,Italian,nuts,low,suburban,moderate,44,humid,lunch,high,Mixed Veg Bowl
vegetarian,low fat,salty,Chinese,nuts,high,rural,easy,40,cold,breakfast,high,Soy Sauce Noodles
vegan,low carb,spicy,Chinese,gluten,low,suburban,heavy,53,hot,lunch,high,Mixed Veg Bowl
non-vegetarian,high protein,spicy,Chinese,gluten,low,suburban,heavy,28,sunny,lunch,high,Mixed Veg Bowl
vegan,low fat,sweet,Chinese,soy,low,suburban,heavy,66,cold,dinner,high,Sweet Sesame Tofu
vegetarian,high protein,umami,Chinese,nuts,high,rural,easy,45,sunny,dinner,high,Paneer Chili Dry
non-vegetarian,low carb,salty,Chinese,gluten,low,urban,easy,38,cold,dinner,high,Mixed Veg Bowl
vegetarian,low carb,umami,Italian,none,low,rural,heavy,51,humid,breakfast,high,Mixed Veg Bowl
non-vegetarian,low fat,salty,Chinese,dairy,high,suburban,moderate,40,cold,dinner,low,Mixed Veg Bowl
vegan,low carb,salty,Italian,nuts,low,suburban,moderate,21,hot,lunch,moderate,Mixed Veg Bowl
vegan,low carb,salty,Italian,none,high,urban,heavy,13,humid,lunch,moderate,Mixed Veg Bowl
non-vegetarian,low fat,spicy,Chinese,nuts,low,rural,moderate,33,cold,lunch,low,Mixed Veg Bowl
non-vegetarian,low carb,spicy,Chinese,none,high,suburban,heavy,24,humid,lunch,low,Mixed Veg Bowl
vegetarian,balanced,savory,Thai,soy,medium,rural,easy,18,humid,breakfast,low,Mixed Veg Bowl
non-vegetarian,high protein,savory,Indian,none,low,suburban,moderate,25,humid,breakfast,high,Mixed Veg Bowl
vegetarian,low carb,umami,Chinese,soy,high,urban,moderate,43,hot,dinner,high,Paneer Chili Dry
vegetarian,low fat,savory,Thai,nuts,medium,urban,easy,25,humid,lunch,high,Mixed Veg Bowl
vegetarian,low fat,savory,Italian,none,high,rural,easy,63,rainy,lunch,low,Margherita Pizza
vegetarian,low carb,spicy,Italian,dairy,low,rural,moderate,57,cold,breakfast,high,Mixed Veg Bowl
vegan,low carb,spicy,Italian,none,medium,rural,moderate,36,rainy,lunch,moderate,Mixed Veg Bowl
non-vegetarian,low carb,umami,Indian,soy,high,urban,heavy,35,humid,breakfast,high,Mixed Veg Bowl
non-vegetarian,balanced,savory,Chinese,none,high,rural,easy,54,rainy,breakfast,low,Mixed Veg Bowl
vegan,low fat,sweet,Indian,dairy,low,urban,moderate,34,rainy,lunch,high,Mixed Veg Bowl
vegetarian,low carb,salty,Thai,none,high,rural,heavy,23,sunny,dinner,high,Mixed Veg Bowl
vegan,high protein,spicy,Indian,soy,low,urban,easy,31,sunny,dinner,low,Chana Masala
vegetarian,high protein,savory,Thai,soy,medium,rural,easy,14,humid,lunch,high,Mixed Veg Bowl
vegetarian,low fat,spicy,Mexican,nuts,low,urban,moderate,36,rainy,dinner,moderate,Spicy Bean Enchiladas
vegetarian,high protein,sweet,Italian,gluten,medium,suburban,moderate,16,cold,dinner,moderate,Mixed Veg Bowl
vegetarian,high protein,savory,Indian,dairy,low,suburban,easy,52,sunny,dinner,moderate,Mixed Veg Bowl
vegan,high protein,spicy,Indian,none,medium,urban,moderate,48,cold,lunch,high,Baingan Bharta
non-vegetarian,high protein,salty,Chinese,gluten,low,urban,easy,37,cold,breakfast,moderate,Mixed Veg Bowl
non-vegetarian,low fat,umami,Mexican,dairy,low,suburban,easy,20,sunny,breakfast,moderate,Mixed Veg Bowl
non-vegetarian,low fat,salty,Indian,soy,high,rural,moderate,52,rainy,breakfast,low,Mixed Veg Bowl
vegan,low carb,spicy,Mexican,gluten,medium,rural,moderate,41,humid,breakfast,high,Mixed Veg Bowl
vegetarian,balanced,salty,Italian,none,low,suburban,heavy,36,cold,breakfast,moderate,Mixed Veg Bowl
vegan,low carb,salty,Mexican,dairy,high,suburban,heavy,68,rainy,breakfast,low,Mixed Veg Bowl
vegetarian,low fat,sweet,Italian,soy,low,urban,heavy,26,hot,breakfast,low,Mixed Veg Bowl
vegetarian,low fat,salty,Thai,nuts,medium,urban,heavy,17,rainy,breakfast,moderate,Mixed Veg Bowl
vegan,low fat,sweet,Chinese,gluten,low,urban,moderate,65,rainy,breakfast,high,Lychee Stir Fry
vegetarian,low fat,salty,Indian,gluten,medium,urban,easy,66,sunny,breakfast,high,Mixed Veg Bowl
vegan,high protein,savory,Thai,soy,low,urban,heavy,54,hot,breakfast,moderate,Mixed Veg Bowl
vegan,balanced,sweet,Mexican,none,medium,urban,moderate,28,hot,breakfast,moderate,Vegan Churros
non-vegetarian,low carb,umami,Thai,nuts,medium,urban,moderate,20,humid,breakfast,low,Mixed Veg Bowl
vegan,high protein,spicy,Chinese,nuts,low,urban,heavy,51,humid,dinner,low,Mixed Veg Bowl
vegetarian,low carb,spicy,Thai,soy,low,suburban,heavy,15,humid,breakfast,high,Green Curry with Veggies
vegetarian,low fat,sweet,Chinese,nuts,high,rural,moderate,37,hot,lunch,high,Mixed Veg Bowl
vegan,low fat,umami,Thai,gluten,medium,urban,moderate,47,cold,breakfast,moderate,Mixed Veg Bowl
non-vegetarian,balanced,spicy,Italian,soy,high,rural,moderate,33,rainy,breakfast,moderate,Mixed Veg Bowl
vegan,balanced,sweet,Indian,dairy,high,suburban,easy,57,sunny,breakfast,moderate,Mixed Veg Bowl
vegan,low fat,spicy,Chinese,soy,medium,urban,moderate,69,sunny,lunch,moderate,Mixed Veg Bowl
vegetarian,balanced,sweet,Italian,dairy,high,suburban,heavy,26,sunny,lunch,moderate,Mixed Veg Bowl
vegan,high protein,savory,Chinese,nuts,low,urban,heavy,40,humid,lunch,high,Mixed Veg Bowl
vegan,low carb,sweet,Italian,none,medium,rural,moderate,68,hot,lunch,low,Mixed Veg Bowl
non-vegetarian,high protein,savory,Chinese,soy,medium,urban,heavy,43,rainy,dinner,low,Mixed Veg Bowl
vegetarian,low fat,sweet,Chinese,gluten,high,rural,moderate,52,hot,breakfast,high,Mixed Veg Bowl
vegetarian,balanced,spicy,Italian,gluten,high,urban,moderate,16,hot,lunch,high,Mixed Veg Bowl
vegan,low carb,savory,Indian,dairy,high,suburban,heavy,14,rainy,breakfast,high,Mixed Veg Bowl
vegetarian,balanced,salty,Thai,gluten,medium,suburban,heavy,59,sunny,dinner,high,Mixed Veg Bowl
non-vegetarian,low carb,salty,Chinese,nuts,high,suburban,moderate,53,humid,breakfast,high,Mixed Veg Bowl
non-vegetarian,balanced,umami,Thai,nuts,low,suburban,easy,45,humid,breakfast,low,Mixed Veg Bowl
vegan,high protein,umami,Chinese,nuts,high,rural,moderate,31,rainy,breakfast,high,Mixed Veg Bowl
vegan,balanced,sweet,Mexican,dairy,low,suburban,moderate,28,hot,breakfast,high,Sweet Potato Tacos
vegetarian,balanced,savory,Thai,gluten,low,suburban,heavy,15,sunny,breakfast,high,Mixed Veg Bowl
